date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:40:01	206/206	---M--	200	added ('OK')	image/png	etag:%2297be7858bd3200d2ab24a39749b5469f%22	https://assets-global.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a608ea6acae2_arrow%20right%402x.png	C:/Hotel2/hotel10/assets-global.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a608ea6acae2_arrow%20right@2x.png	(from https://assets-global.website-files.com/63864d9489a0a6d30c6acab4/css/rutete-lodge-ca784d70049028b42217447051.webflow.fc8e8dd81.css)
01:40:02	251/251	---M--	200	added ('OK')	image/png	etag:%2266301bd0cb1b1af1091a286b0cd87b2d%22	https://assets-global.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a64d226acaec_arrow%20dark%20left%402x.png	C:/Hotel2/hotel10/assets-global.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a64d226acaec_arrow%20dark%20left@2x.png	(from https://assets-global.website-files.com/63864d9489a0a6d30c6acab4/css/rutete-lodge-ca784d70049028b42217447051.webflow.fc8e8dd81.css)
01:40:02	115778/115778	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e71-1c442%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/2.0.1/TweenMax.min.js	C:/Hotel2/hotel10/cdnjs.cloudflare.com/ajax/libs/gsap/2.0.1/TweenMax.min.js	(from https://www.rutete.com/)
01:40:02	284/284	---M--	200	added ('OK')	image/png	etag:%22e7840bed38ae9b4f2dd0ab9dc16441cb%22	https://assets-global.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a67b1b6acaeb_arrow%20dark%20right%402x.png	C:/Hotel2/hotel10/assets-global.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a67b1b6acaeb_arrow%20dark%20right@2x.png	(from https://assets-global.website-files.com/63864d9489a0a6d30c6acab4/css/rutete-lodge-ca784d70049028b42217447051.webflow.fc8e8dd81.css)
01:40:03	59814/59814	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2010:41:05%20GMT	https://www.rutete.com/eco-lodge/business-industry-overview	C:/Hotel2/hotel10/www.rutete.com/eco-lodge/business-industry-overview.html	(from https://www.rutete.com/the-eco-lodge)
01:40:03	25823/25823	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2021:24:10%20GMT	https://www.rutete.com/eco-lodge/the-park-and-its-surroundings	C:/Hotel2/hotel10/www.rutete.com/eco-lodge/the-park-and-its-surroundings.html	(from https://www.rutete.com/the-eco-lodge)
01:40:03	78502/78502	---M--	200	added ('OK')	image/jpeg	etag:%22abfb62cd838f07c245171b487463c032%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a661366acae3_lodgeS2-1.jpeg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a661366acae3_lodgeS2-1.jpg	(from https://www.rutete.com/the-eco-lodge)
01:40:04	30056/30056	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:41:03%20GMT	https://www.rutete.com/eco-lodge/the-story-behind-the-lodge	C:/Hotel2/hotel10/www.rutete.com/eco-lodge/the-story-behind-the-lodge.html	(from https://www.rutete.com/the-eco-lodge)
01:40:04	308212/308212	---M--	200	added ('OK')	image/jpeg	etag:%22221297ed3672fddcb6fcc326c92ae793%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6cf8f6acae6_lodgeS2-2.jpeg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6cf8f6acae6_lodgeS2-2.jpg	(from https://www.rutete.com/the-eco-lodge)
01:40:04	5388/5388	---M--	200	added ('OK')	image/png	etag:%2246ba245585f5f5dd6f5cf95735e275a4%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a64b2a6acb07_p1%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a64b2a6acb07_p1@2x.png	(from https://www.rutete.com/our-philosophy)
01:40:04	5812/5812	---M--	200	added ('OK')	image/png	etag:%221a14ed32ec3adef0c8be99931e7b5778%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a61fb96acb0b_p2%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a61fb96acb0b_p2@2x.png	(from https://www.rutete.com/our-philosophy)
01:40:05	4815/4815	---M--	200	added ('OK')	image/png	etag:%22ecc1877293ede079b987247dfbc7c7fb%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a67c5f6acb09_p3%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a67c5f6acb09_p3@2x.png	(from https://www.rutete.com/our-philosophy)
01:40:05	6084/6084	---M--	200	added ('OK')	image/png	etag:%2279c4fd5607694154e97af63c2bb7580e%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6328d6acb0a_p4%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6328d6acb0a_p4@2x.png	(from https://www.rutete.com/our-philosophy)
01:40:05	576760/576760	---M--	200	added ('OK')	image/jpeg	etag:%22297c4a99ac0b7fd44c30ccbe9bee7d96%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/661583cc796404211fa08070_PHOTO-2023-07-04-15-21-45%20copy.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/661583cc796404211fa08070_PHOTO-2023-07-04-15-21-45%20copy.jpg	(from https://www.rutete.com/our-philosophy)
01:40:05	4288/4288	---M--	200	added ('OK')	image/png	etag:%221438636dcd84cdc50e079f6244772286%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a65f006acb08_p5%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a65f006acb08_p5@2x.png	(from https://www.rutete.com/our-philosophy)
01:40:05	4320/4320	---M--	200	added ('OK')	image/png	etag:%22daf61130d2af73db18ee5bfbbc0f9afb%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a64a046acb03_p6%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a64a046acb03_p6@2x.png	(from https://www.rutete.com/our-philosophy)
01:40:05	4045/4045	---M--	200	added ('OK')	image/png	etag:%220952c0e8b3ea88f00ab23f3ce5ca2259%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6220e6acb0c_p8%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6220e6acb0c_p8@2x.png	(from https://www.rutete.com/our-philosophy)
01:40:06	4495/4495	---M--	200	added ('OK')	image/png	etag:%2273d1dd11c7bb4cd6025fa86967246940%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a651466acb06_p9%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a651466acb06_p9@2x.png	(from https://www.rutete.com/our-philosophy)
01:40:06	227527/227527	---M--	200	added ('OK')	image/jpeg	etag:%22efb6541734a6797eae4d878a54c99d97%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a65d406acaf1_p1.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a65d406acaf1_p1.jpg	(from https://www.rutete.com/our-philosophy)
01:40:07	165037/165037	---M--	200	added ('OK')	image/jpeg	etag:%228a3ee7644dc011baf69fa757e0e73ac7%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6911d6acaf2_p2.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6911d6acaf2_p2.jpg	(from https://www.rutete.com/our-philosophy)
01:40:07	412989/412989	---M--	200	added ('OK')	image/jpeg	etag:%2266b8609a93f6787bd5eb6066d754280f%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6701c6acaf4_p3.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6701c6acaf4_p3.jpg	(from https://www.rutete.com/our-philosophy)
01:40:08	290659/290659	---M--	200	added ('OK')	image/jpeg	etag:%225d1d9e27a88dd4d354d7b55455aa3770%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a604af6acaf0_p.4.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a604af6acaf0_p.4.jpg	(from https://www.rutete.com/our-philosophy)
01:40:08	85452/85452	---M--	200	added ('OK')	image/jpeg	etag:%2233a15f8e087ab178f9d21fd3126f9b1f%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6046d6acaee_s1.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6046d6acaee_s1.jpg	(from https://www.rutete.com/our-philosophy)
01:40:09	253540/253540	---M--	200	added ('OK')	image/jpeg	etag:%22689dff4173813a155acec36d2e4fb7d6%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a600056acafa_s2.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a600056acafa_s2.jpg	(from https://www.rutete.com/our-philosophy)
01:40:09	36175/36175	---M--	200	added ('OK')	image/jpeg	etag:%22a2e5db138864317420a62ba3411ad26b%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a64b5b6acaf5_s3.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a64b5b6acaf5_s3.jpg	(from https://www.rutete.com/our-philosophy)
01:40:09	153414/153414	---M--	200	added ('OK')	image/jpeg	etag:%22ebaa373d78617e94291f95877b03e754%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a696a46acaf8_s4.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a696a46acaf8_s4.jpg	(from https://www.rutete.com/our-philosophy)
01:40:10	262505/262505	---M--	200	added ('OK')	image/jpeg	etag:%22e9a5415ed1548c6eddb7e1b86a8a7304%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a644f06acaf7_s5.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a644f06acaf7_s5.jpg	(from https://www.rutete.com/our-philosophy)
01:40:10	4671/4671	---M--	200	added ('OK')	image/png	etag:%22a418049d27a12f2c3f81cff60cddb006%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a63d676acaed_page%20rip%20beige%20dark%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a63d676acaed_page%20rip%20beige%20dark@2x.png	(from https://www.rutete.com/our-philosophy)
01:40:10	29040/29040	---MCZ	200	added ('OK')	application/javascript	etag:W/%227170-eq1ZE4HBpvEGZCwKn41rAbub2NI%22	https://cdn.jsdelivr.net/npm/@splidejs/splide@v2.4.21/dist/js/splide.min.js	C:/Hotel2/hotel10/cdn.jsdelivr.net/npm/@splidejs/splide@v2.4.21/dist/js/splide.min.js	(from https://www.rutete.com/our-philosophy)
01:40:12	592817/592817	---M--	200	added ('OK')	image/jpeg	etag:%22740fdd0fc3979178b206b6d101186059%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a628856acb23_4.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a628856acb23_4.jpg	(from https://www.rutete.com/gallery)
01:40:12	528019/528019	---M--	200	added ('OK')	image/jpeg	etag:%22317c63d664bd23463173ad532c6fad5c%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/6615855794bb4a3ab0f2c7c1_embassadeur.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/6615855794bb4a3ab0f2c7c1_embassadeur.jpg	(from https://www.rutete.com/gallery)
01:40:17	909321/909321	---M--	200	added ('OK')	image/jpeg	etag:%22e900001ce93eb7c6ecf85b84e6f33516%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/661582c7690886eaeda5bfdf_PHOTO-2024-04-03-18-24-35.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/661582c7690886eaeda5bfdf_PHOTO-2024-04-03-18-24-35.jpg	(from https://www.rutete.com/gallery)
01:40:17	432885/432885	---M--	200	added ('OK')	image/jpeg	etag:%229dbc83198a6da9738ad6d810f8867147%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/661586dfa8c884ff819f265d_anes.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/661586dfa8c884ff819f265d_anes.jpg	(from https://www.rutete.com/gallery)
01:40:17	133826/133826	---M--	200	added ('OK')	image/jpeg	etag:%2238f17d993d9d5bafc9cb218605ccf19b%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a628896acadd_hp-s3-3.jpeg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a628896acadd_hp-s3-3.jpg	(from https://www.rutete.com/how-can-you-help)
01:40:19	155490/155490	---M--	200	added ('OK')	image/jpeg	etag:%227aa2b5df1f6acc4c7466cafccc4425a6%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a66f3f6acb11_contact2.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a66f3f6acb11_contact2.jpg	(from https://www.rutete.com/contact-us)
01:40:20	1445586/1445586	---M--	200	added ('OK')	image/jpeg	etag:%22c58552b1ea1fd83a769a1d844df90bc6%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/65ee1a91a4fa94b64a0d367f_64ba619883918b941bc4618d_23-small.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/65ee1a91a4fa94b64a0d367f_64ba619883918b941bc4618d_23-small.jpg	(from https://www.rutete.com/gallery)
01:40:20	60981/60981	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2030%20Apr%202025%2000:40:28%20GMT	https://secured.sirvoy.com/widget/sirvoy.js	C:/Hotel2/hotel10/secured.sirvoy.com/widget/sirvoy.js	(from https://www.rutete.com/contact-us)
01:40:21	206452/206452	---M--	200	added ('OK')	image/jpeg	etag:%22644cc2a9e3c2c4436b0ff107994cf2f4%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6fc946acaef_b.1.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6fc946acaef_b.1.jpg	(from https://www.rutete.com/eco-lodge/business-industry-overview)
01:40:22	24652/24652	---M--	200	added ('OK')	image/jpeg	etag:%221342266fc4fc9ffd214d94cd11648bd0%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6cc006acaf9_b3.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6cc006acaf9_b3.jpg	(from https://www.rutete.com/eco-lodge/business-industry-overview)
01:40:22	1377215/1377215	---M--	200	added ('OK')	image/jpeg	etag:%229d63d6e27b95704bb5ead7f9b0a3e06e%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/65f0351c8efea1c90654e928_25-small.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/65f0351c8efea1c90654e928_25-small.jpg	(from https://www.rutete.com/contact-us)
01:40:22	104270/104270	---M--	200	added ('OK')	image/jpeg	etag:%220d41a44a40dfecfd910c1d0006293b6c%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6cd086acaf6_b2.jpg	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6cd086acaf6_b2.jpg	(from https://www.rutete.com/eco-lodge/business-industry-overview)
01:40:22	5311/5311	---M--	200	added ('OK')	image/png	etag:%2248e380a1d68d2a1c917577f5107753b1%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a633ad6acb02_ob1%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a633ad6acb02_ob1@2x.png	(from https://www.rutete.com/eco-lodge/business-industry-overview)
01:40:22	8158/8158	---M--	200	added ('OK')	image/png	etag:%22324245025369735875ed6d77278eeaed%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6170c6acafd_ob2%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6170c6acafd_ob2@2x.png	(from https://www.rutete.com/eco-lodge/business-industry-overview)
01:40:23	13770/13770	---M--	200	added ('OK')	image/png	etag:%22f38d5022b3d5b6f434566e8bcc4d2c18%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a675cb6acb00_ob3%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a675cb6acb00_ob3@2x.png	(from https://www.rutete.com/eco-lodge/business-industry-overview)
01:40:23	5196/5196	---M--	200	added ('OK')	image/png	etag:%22e8eee0902d99ce80ebb09ae6c2de2b37%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a646b16acafc_ob4%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a646b16acafc_ob4@2x.png	(from https://www.rutete.com/eco-lodge/business-industry-overview)
01:40:23	7554/7554	---M--	200	added ('OK')	image/png	etag:%22d12c54bee2ed699af5fdf0262d6bedab%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a60ca06acafb_ob5%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a60ca06acafb_ob5@2x.png	(from https://www.rutete.com/eco-lodge/business-industry-overview)
01:40:23	8409/8409	---M--	200	added ('OK')	image/png	etag:%2233814e0afd143da3bb2e28669ec0ee45%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a611736acb01_ob6%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a611736acb01_ob6@2x.png	(from https://www.rutete.com/eco-lodge/business-industry-overview)
01:40:23	9378/9378	---M--	200	added ('OK')	image/png	etag:%22424f5f06f0c11364ce5cae802f96040d%22	https://cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6acff6acaff_ob7%402x.png	C:/Hotel2/hotel10/cdn.prod.website-files.com/63864d9489a0a6d30c6acab4/63864d9489a0a6acff6acaff_ob7@2x.png	(from https://www.rutete.com/eco-lodge/business-industry-overview)
